DateTime,AddedIPs,RemovedIPs
1627814534,6,0
1627815133,0,4
1627815733,0,1
1627817534,4,1
1627819333,2,3
1627821134,0,2
1627821733,1,2
1627822934,2,2
1627824133,0,2
1627825933,1,3
1627826533,5,5
1627827133,3,0
1627827733,1,0
1627828334,0,2
1627829533,0,8
1627830734,6,0
1627831334,3,53
1627832533,3,0
1627833734,2,2
1627834333,1,0
1627835535,4,0
1627836134,2,1
1627836734,3,4
1627837933,0,2
1627839133,5,0
1627840334,4,3
1627840934,0,4
1627841533,6,0
1627842734,6,4
1627843334,6,0
1627843934,1,6
1627845135,7,2
1627845734,2,3
1627846334,2,2
1627847533,4,0
1627848734,3,17
1627849934,8,2
1627851134,6,0
1627852334,1,3
1627852934,3,6
1627853535,2,3
1627854733,4,4
1627855334,1,0
1627856533,8,2
1627857133,3,0
1627858333,12,4
1627858934,0,3
1627860133,0,8
1627861334,5,6
1627862535,7,8
1627863734,9,0
1627864934,5,18
1627865534,4,0
1627866134,1,5
1627866734,2,0
1627867335,2,15
1627867934,5,8
1627869134,12,0
1627869734,2,12
1627870934,4,13
1627871534,3,5
1627872134,3,1
1627873334,1,0
1627874533,4,19
1627875134,3,0
1627876334,5,16
1627878134,5,9
1627878735,89,15
1627879334,2,0
1627879934,1,7
1627880533,3,11
1627881133,5,15
1627882335,4,5
1627883534,7,6
1627884134,4,8
1627885333,10,22
1627885934,5,3
1627886533,6,0
1627887134,1,10
1627888334,8,0
1627888933,3,0
1627889534,5,4
1627890133,1,0
1627890734,0,3
1627891934,2,2
1627893134,9,5
1627894334,9,0
1627896134,4,1
1627896734,8,5
1627897334,2,5
1627897935,1,0
1627898535,5,7
1627899135,4,0
1627899735,6,4
1627900334,7,0
1627901534,10,0
1627903333,2,5
1627903934,5,0
1627904534,3,0
1627905734,7,0
1627906933,5,2
1627908134,2,1
1627908735,1,0
1627909336,5,0
1627909934,1,1
1627911135,3,0
1627912334,1,4
1627913535,1,1
1627914135,2,0
1627915334,1,4
1627915934,3,1
1627916535,3,0
1627917135,3,2
1627918336,1,0
1627918935,4,3
1627919535,2,7
1627920736,5,0
1627921336,6,2
1627921936,4,4
1627922537,2,0
1627923737,6,1
1627924937,0,8
1627926136,3,0
1627926737,1,0
1627927337,1,4
1627928537,6,5
1627929737,0,6
1627930337,2,0
1627931537,51,8
1627932137,3,8
1627933338,11,0
1627933938,3,8
1627934537,2,0
1627935737,5,6
1627936338,4,3
1627938136,8,3
1627939337,3,2
1627940538,7,8
1627941137,6,0
1627942337,7,10
1627942936,5,5
1627944136,5,9
1627944736,2,0
1627945336,2,2
1627946536,3,5
1627947137,4,4
1627948336,8,5
1627949537,7,4
1627950737,4,9
1627951336,8,0
1627951936,4,4
1627953136,4,11
1627954336,4,0
1627954936,5,2
1627955536,0,6
1627956136,0,10
1627957936,2,6
1627958536,2,0
1627959135,0,18
1627960336,6,0
1627961536,0,4
1627962135,4,0
1627964536,7,4
1627965136,0,4
1627965736,6,52
1627966336,1,37
1627968136,8,1
1627968736,3,4
1627969936,5,2
1627970536,2,2
1627971735,1,7
1627972339,0,3
1627972936,4,2
1627973536,3,0
1627974136,2,2
1627974737,3,13
1627975336,2,10
1627975936,4,0
1627976536,0,3
1627977137,0,3
1627977736,1,0
1627978336,3,1
1627978936,1,0
1627980135,4,8
1627980737,3,0
1627981337,12,0
1627981936,1,8
1627983137,5,6
1627983736,4,1
1627984336,2,6
1627985535,0,2
1627986135,5,6
1627986736,1,1
1627987335,2,0
1627987934,0,13
1627989134,0,6
1627989734,3,0
1627990335,0,1
1627990934,4,7
1627991535,1,0
1627992135,3,2
1627993335,7,0
1627994535,3,4
1627995134,1,0
1627995734,1,0
1627996334,3,6
1627996935,1,0
1627998136,0,2
1627998737,4,0
1627999336,4,0
1628000537,3,9
1628001737,5,4
1628002336,2,6
1628003536,6,2
1628004135,1,0
1628004737,4,3
1628005337,0,1
1628006537,5,0
1628007137,0,9
1628008937,3,3
1628009536,3,3
1628010136,0,8
1628010736,3,1
1628011336,3,0
1628012536,1,5
1628013136,3,0
1628013738,2,3
1628014937,7,7
1628015537,2,0
1628016137,1,0
1628016737,1,6
1628017336,2,0
1628018536,4,47
1628019136,13,15
1628020936,10,0
1628021535,3,15
1628022135,6,4
1628022736,3,0
1628023937,7,7
1628025137,8,4
1628025736,1,0
1628026337,5,5
1628026936,3,0
1628028136,10,10
1628028736,6,0
1628029336,6,6
1628030536,6,3
1628031735,6,10
1628032936,1,5
1628033536,4,0
1628034136,8,12
1628034736,12,0
1628035937,5,0
1628036536,1,2
1628037737,7,22
1628038937,8,4
1628039537,6,8
1628040136,1,0
1628040737,1,2
1628041337,8,3
1628041937,2,2
1628043137,6,0
1628043736,0,10
1628044337,1,0
1628044937,5,5
1628046137,5,1
1628046736,5,5
1628047336,0,1
1628048536,3,6
1628049137,4,3
1628050336,4,0
1628052136,10,8
1628052737,4,0
1628053337,4,1
1628053937,5,6
1628055737,9,7
1628056336,6,4
1628056937,0,1
1628057537,5,0
1628058137,1,0
1628058738,4,0
1628059337,2,0
1628060537,6,10
1628061137,1,0
1628061736,2,1
1628062337,0,3
1628062937,0,1
1628063536,3,1
1628064137,0,2
1628064736,2,4
1628067137,1,0
1628068337,2,12
1628068941,2,5
1628069536,2,7
1628070135,4,0
1628071336,2,7
1628071936,2,6
1628072535,1,0
1628073736,2,3
1628074334,2,0
1628074935,3,0
1628076135,3,7
1628076736,2,0
1628077335,19,6
1628078534,0,6
1628079734,0,4
1628080335,7,6
1628082136,3,4
1628082735,1,0
1628083935,3,2
1628084535,2,0
1628085135,0,1
1628085735,1,5
1628086935,7,1
1628087536,1,0
1628088136,6,0
1628088735,0,3
1628089935,0,4
1628090535,2,4
1628091137,1,0
1628091736,3,3
1628092936,7,3
1628094135,3,5
1628094735,2,0
1628095335,2,0
1628095935,5,5
1628096535,1,5
1628098335,3,6
1628098935,2,0
1628099535,4,5
1628100137,0,2
1628100736,2,5
1628101336,3,0
1628101935,1,3
1628102535,1,0
1628103134,2,5
1628103736,4,0
1628104335,1,8
1628105535,7,0
1628106735,17,17
1628107335,6,0
1628108536,3,11
1628109736,2,9
1628110336,2,0
1628112135,3,12
1628113335,1,6
1628113935,6,7
1628115136,1,16
1628115736,3,0
1628116336,1,7
1628117535,2,9
1628118136,7,0
1628118735,2,5
1628119335,1,6
1628120535,10,0
1628121136,2,0
1628121736,1,9
1628122936,6,27
1628123536,4,0
1628124136,3,14
1628125337,8,8
1628125935,10,11
1628127136,17,4
1628127735,13,4
1628128936,4,0
1628129535,1,19
1628130136,8,12
1628131336,10,4
1628131935,3,0
1628132535,2,0
1628133135,6,18
1628133736,10,0
1628134936,7,11
1628136136,5,0
1628136736,4,12
1628137336,6,10
1628137935,5,0
1628138535,2,0
1628139135,1,9
1628139736,2,16
1628140335,1,16
1628142735,8,17
1628143335,2,2
1628143935,3,11
1628144536,7,11
1628145736,7,4
1628146336,2,0
1628148136,9,8
1628148736,1,2
1628149335,2,0
1628150536,3,4
1628151136,1,0
1628151736,1,0
1628152338,0,3
1628152936,1,1
1628154735,2,3
1628156536,24,4
1628157736,5,0
1628158337,1,4
1628158936,4,0
1628159537,0,11
1628160137,2,0
1628161336,8,14
1628162536,6,18
1628163736,7,7
1628164936,3,0
1628165536,6,2
1628166135,0,6
1628167335,10,4
1628168536,11,0
1628169137,5,5
1628169737,1,0
1628170338,1,0
1628170937,3,1
1628172137,2,0
1628172737,3,4
1628173337,2,0
1628173936,0,4
1628174538,4,0
1628175737,5,2
1628176338,5,7
1628177538,13,4
1628178738,3,5
1628179337,1,0
1628179938,4,5
1628181738,4,4
1628182337,4,1
1628182937,1,0
1628184137,13,8
1628185338,9,1
1628186537,4,4
1628187737,1,1
1628188337,6,3
1628188937,1,1
1628189537,1,0
1628190137,12,3
1628190737,3,0
1628191938,5,15
1628192537,13,3
1628193138,1,0
1628193738,0,15
1628194337,5,0
1628195538,8,4
1628196140,9,0
1628196738,6,4
1628197337,6,9
1628197938,10,0
1628198537,1,5
1628199737,8,3
1628200337,4,3
1628201536,5,0
1628202738,9,9
1628203336,8,0
1628204537,6,6
1628205137,1,0
1628205737,0,2
1628206936,2,10
1628207536,3,3
1628208736,3,7
1628209337,4,0
1628209937,1,3
1628210537,1,5
1628211137,0,8
1628212337,9,0
1628212937,4,0
1628213537,2,20
1628214736,3,5
1628215336,3,15
1628216536,5,11
1628217136,2,0
1628218335,1,14
1628218937,0,16
1628220135,2,20
1628221336,5,0
1628221936,2,17
1628222536,0,4
1628223136,0,2
1628224935,12,10
1628225535,0,7
1628226138,4,0
1628226737,0,4
1628227336,3,0
1628227936,2,9
1628229736,3,6
1628230335,3,0
1628230935,5,2
1628231536,2,0
1628233335,1,14
1628233937,1,6
1628235736,2,3
1628236936,1,0
1628237536,5,3
1628238136,1,0
1628239336,3,0
1628239935,3,0
1628240535,5,1
1628241136,0,1
1628241737,4,9
1628243536,13,0
1628244136,2,25
